Date,Region,Product,Channel,Revenue,Units,Cost,Profit,Ad Spend,Complaints,Returns
2024-12-23,South,Laptop,Retail,28025,19,14781.87,13243.13,5561,0,7
2024-12-01,North,Phone,Retail,75565,85,56401.64,19163.36,3160,26,9
2024-01-06,West,Laptop,Online,89177,67,50519.3,38657.7,5783,5,7
2024-02-28,South,Tablet,Online,39039,39,20184.23,18854.77,5871,21,10
2024-10-18,South,Phone,Online,49651,41,31455.34,18195.66,2593,13,4
2024-01-26,North,Tablet,Distributor,98735,91,60032.31,38702.69,3671,8,1
2024-05-16,South,Tablet,Distributor,111320,92,67807.58,43512.42,6042,13,6
2024-04-21,West,Laptop,Distributor,8160,6,4300.32,3859.68,1731,12,3
2024-05-03,East,Headphones,Retail,89544,82,61223.96,28320.04,8819,19,4
2024-11-01,West,Tablet,Retail,50976,59,31889.23,19086.77,7204,21,6
2024-09-10,West,Headphones,Retail,49071,33,33000.51,16070.49,2520,7,4
2024-12-25,North,Headphones,Distributor,127694,98,91671.83,36022.17,5560,29,0
2024-04-18,South,Tablet,Online,12873,21,8070.96,4802.04,5191,23,5
2024-04-12,South,Tablet,Distributor,44659,37,30832.9,13826.1,2965,9,6
2024-02-18,North,Laptop,Retail,75924,74,42327.23,33596.77,1702,26,0
2024-06-20,North,Camera,Distributor,23300,25,14206.41,9093.59,5797,12,9
2024-01-30,East,Camera,Distributor,11539,11,8908.11,2630.89,8885,13,5
2024-04-14,West,Camera,Online,4140,5,2639.86,1500.14,9829,6,4
2024-02-16,North,Camera,Online,55424,64,28308.62,27115.38,6437,1,10
2024-04-18,East,Tablet,Retail,10710,15,8281.25,2428.75,5509,1,2
2024-12-23,East,Phone,Distributor,24080,20,17949.32,6130.68,6449,18,5
2024-01-02,South,Laptop,Online,117758,97,88425.72,29332.28,6896,10,9
2024-07-01,East,Camera,Online,19985,35,13635.29,6349.71,8199,3,6
2024-07-19,East,Tablet,Online,65121,49,33460.53,31660.47,9943,2,1
2024-11-26,West,Laptop,Online,18037,17,9257.83,8779.17,5077,4,5
2024-04-12,South,Headphones,Online,28601,37,22669.21,5931.79,2984,15,9
2024-03-20,North,Headphones,Retail,8190,10,6145.02,2044.98,9936,3,1
2024-02-20,East,Headphones,Distributor,94272,64,52162.69,42109.31,2892,3,7
2024-04-30,West,Laptop,Online,14128,16,7949.74,6178.26,5217,11,0
2024-04-14,East,Tablet,Distributor,83475,75,51686.19,31788.81,8559,7,1
2024-04-11,North,Phone,Online,34372,26,26073.28,8298.72,2220,23,2
2024-06-07,South,Tablet,Distributor,76540,86,46985.78,29554.22,7360,4,9
2024-02-26,South,Headphones,Online,9262,11,5261.72,4000.28,5521,30,4
2024-01-08,West,Laptop,Online,35302,38,25359.23,9942.77,3148,0,5
2024-10-10,East,Camera,Distributor,28231,37,22025.86,6205.14,7099,7,9
2024-04-12,West,Laptop,Online,49786,62,32595.69,17190.31,4310,27,10
2024-04-06,East,Phone,Online,66750,89,52442.2,14307.8,5510,2,7
2024-06-28,North,Camera,Online,43761,87,27766.69,15994.31,6731,12,5
2024-10-01,South,Tablet,Retail,34748,34,25066.67,9681.33,9294,13,8
2024-07-11,North,Phone,Online,74624,88,54489.32,20134.68,8970,19,0
2024-06-22,North,Headphones,Online,7314,6,5275.54,2038.46,2013,15,2
2024-10-16,East,Camera,Retail,65700,50,37744.47,27955.53,7980,12,7
2024-04-09,North,Phone,Distributor,86830,95,62915.72,23914.28,9504,12,3
2024-04-14,West,Tablet,Retail,32949,63,17640.26,15308.74,2301,5,1
2024-05-27,South,Tablet,Distributor,66720,96,51285.48,15434.52,4724,18,4
2024-03-23,West,Phone,Distributor,123840,96,67459.15,56380.85,9726,28,8
2024-03-02,East,Headphones,Retail,109344,96,79588.5,29755.5,7257,0,4
2024-01-28,South,Camera,Distributor,47280,60,27966.53,19313.47,8615,29,0
2024-07-15,East,Camera,Online,20115,27,12092.44,8022.56,9560,29,2
2024-11-12,South,Tablet,Distributor,53687,37,28948.43,24738.57,6326,24,0
2024-07-26,East,Phone,Distributor,35328,32,26136.62,9191.38,7379,0,6
2024-12-24,South,Headphones,Online,85400,70,46481.87,38918.13,2796,19,2
2024-10-26,East,Headphones,Distributor,97344,96,68747.55,28596.45,8712,8,5
2024-05-11,East,Headphones,Distributor,107888,88,80020.62,27867.38,4147,21,1
2024-11-28,West,Camera,Retail,51512,47,28583.6,22928.4,6088,29,8
2024-02-28,South,Camera,Distributor,42453,53,25329.38,17123.62,5663,16,2
2024-08-23,West,Laptop,Distributor,116936,94,70662.75,46273.25,2321,30,10
2024-03-03,East,Laptop,Distributor,27240,30,16051.14,11188.86,8297,15,2
2024-10-23,North,Laptop,Distributor,51350,65,38967.09,12382.91,1710,23,1
2024-05-10,West,Laptop,Distributor,34293,23,19194.55,15098.45,7176,3,7
2024-11-28,South,Tablet,Distributor,44520,70,31378.16,13141.84,9456,8,4
2024-03-28,West,Laptop,Distributor,88790,65,45171.07,43618.93,6916,10,9
2024-02-16,South,Camera,Distributor,64313,73,34392.44,29920.56,2789,20,10
2024-09-01,East,Tablet,Retail,71040,48,44550.24,26489.76,4754,12,5
2024-03-04,South,Headphones,Online,37791,39,19374.21,18416.79,3687,6,7
2024-03-04,South,Tablet,Online,63896,49,41715.53,22180.47,2818,23,2
2024-01-04,South,Tablet,Distributor,20784,16,11889.94,8894.06,8283,19,10
2024-06-18,North,Camera,Distributor,64344,56,35685.7,28658.3,5324,11,2
2024-05-15,North,Tablet,Retail,70135,65,44870.28,25264.72,4816,26,5
2024-10-31,North,Camera,Distributor,82000,80,60758.92,21241.08,6150,24,5
2024-03-21,South,Camera,Online,74971,79,48339.78,26631.22,1545,5,5
2024-11-18,East,Tablet,Distributor,58835,41,34965.86,23869.14,5667,4,2
2024-01-20,East,Tablet,Distributor,80730,65,62279.55,18450.45,3912,26,9
2024-02-26,South,Camera,Distributor,102425,85,78264.2,24160.8,7588,14,3
2024-05-07,East,Phone,Retail,5456,4,3762.25,1693.75,4530,4,3
2024-01-27,North,Laptop,Retail,12353,11,9790.04,2562.96,6797,30,5
2024-09-01,West,Phone,Online,108185,77,66237.07,41947.93,2956,12,6
2024-03-05,North,Tablet,Distributor,63250,55,47703.94,15546.06,8745,8,8
2024-07-11,South,Headphones,Retail,34776,63,19858.13,14917.87,1267,6,6
2024-07-20,South,Camera,Retail,105092,86,54245.44,50846.56,7323,20,8
2024-08-20,North,Headphones,Retail,49660,65,38355.39,11304.61,1325,10,3
2024-02-04,West,Tablet,Distributor,28812,42,16017.07,12794.93,9425,20,7
2024-07-18,North,Headphones,Online,46740,60,35802.39,10937.61,1949,0,3
2024-05-30,North,Laptop,Retail,105408,72,77874.96,27533.04,3827,25,8
2024-08-18,North,Phone,Retail,11856,12,6235.36,5620.64,5411,21,9
2024-08-15,East,Tablet,Online,3354,3,2156.7,1197.3,7999,8,10
2024-05-12,North,Headphones,Distributor,11550,10,6376.63,5173.37,6248,7,4
2024-08-02,North,Laptop,Retail,49020,43,29427.45,19592.55,5263,20,0
2024-03-11,West,Camera,Distributor,64672,94,33380.43,31291.57,6929,17,1
2024-02-28,South,Laptop,Distributor,118860,84,67573.51,51286.49,6746,6,1
2024-02-08,West,Camera,Retail,98646,82,74155.24,24490.76,3021,11,2
2024-03-16,South,Tablet,Retail,55044,99,41253.44,13790.56,7924,0,10
2024-09-02,North,Phone,Retail,88308,99,54304.26,34003.74,8660,0,10
2024-10-14,North,Headphones,Online,30470,55,23732.16,6737.84,1981,22,6
2024-05-28,North,Tablet,Online,12636,12,7186.52,5449.48,5513,0,1
2024-12-03,East,Tablet,Online,66965,59,33889.92,33075.08,4311,29,8
2024-10-16,South,Tablet,Online,12545,13,6988.13,5556.87,3399,27,4
2024-08-09,North,Tablet,Distributor,30360,46,16592.54,13767.46,2314,2,3
2024-05-13,North,Tablet,Distributor,8974,14,5603.75,3370.25,9997,18,2
2024-07-15,East,Camera,Distributor,24215,29,18981.04,5233.96,3858,15,3
2024-10-01,South,Camera,Retail,68835,65,41105.25,27729.75,1440,22,6
2024-11-08,East,Tablet,Retail,75504,66,56957.16,18546.84,8193,1,9
2024-04-20,North,Camera,Retail,68103,63,47656.17,20446.83,8027,10,9
2024-02-23,South,Phone,Distributor,72768,96,55388.62,17379.38,5177,19,3
2024-01-03,West,Camera,Retail,41495,43,31422.95,10072.05,9228,8,4
2024-11-01,North,Phone,Online,7928,8,5906.08,2021.92,8770,3,4
2024-12-01,West,Tablet,Distributor,5845,5,4674.02,1170.98,3449,17,6
2024-01-07,North,Laptop,Distributor,30560,32,19025.94,11534.06,2103,1,8
2024-02-07,North,Phone,Retail,37808,68,20180.46,17627.54,1720,9,7
2024-01-02,East,Tablet,Distributor,25113,33,14936.65,10176.35,4773,24,10
2024-03-09,East,Headphones,Retail,10638,18,8424.98,2213.02,2053,18,10
2024-06-18,North,Laptop,Online,56867,73,34613.77,22253.23,3160,12,5
2024-09-25,South,Laptop,Retail,38060,44,20040.59,18019.41,8104,5,10
2024-01-06,North,Laptop,Distributor,69630,66,50454.14,19175.86,8724,20,6
2024-06-01,North,Tablet,Online,83662,59,53007.37,30654.63,3623,5,8
2024-07-07,East,Headphones,Distributor,111693,93,62209.87,49483.13,5570,18,3
2024-06-30,East,Camera,Distributor,12390,10,6361.91,6028.09,9065,6,2
2024-08-25,West,Laptop,Distributor,97614,87,69957.81,27656.19,4880,14,7
2024-08-19,South,Laptop,Online,2624,2,1445.83,1178.17,6226,22,3
2024-08-20,East,Camera,Online,22626,27,17689.17,4936.83,6139,3,5
2024-12-07,North,Tablet,Distributor,19440,36,13594.28,5845.72,9108,8,6
2024-08-30,South,Phone,Distributor,76169,59,52315.87,23853.13,9548,17,1
2024-02-23,South,Laptop,Distributor,53156,97,33582.35,19573.65,1526,10,10
2024-10-22,East,Tablet,Distributor,97580,85,68898.14,28681.86,8588,24,0
2024-05-08,South,Tablet,Online,84372,89,65192.63,19179.37,7656,18,6
2024-09-01,South,Phone,Retail,38535,35,23803.16,14731.84,1493,28,7
2024-01-04,South,Camera,Distributor,43859,61,34467.0,9392.0,9117,26,2
2024-04-17,North,Tablet,Retail,22485,15,12293.79,10191.21,7603,27,6
2024-04-02,West,Headphones,Distributor,104166,81,73591.73,30574.27,8824,7,4
2024-03-27,North,Tablet,Online,53805,51,32141.94,21663.06,5771,9,6
2024-01-02,West,Camera,Distributor,62086,74,48503.2,13582.8,4919,4,1
2024-11-15,North,Phone,Online,50008,94,38823.61,11184.39,5871,4,1
2024-09-01,East,Phone,Retail,92916,89,68170.91,24745.09,7820,8,5
2024-01-08,East,Tablet,Retail,16808,22,8529.02,8278.98,6066,21,10
2024-05-29,North,Headphones,Online,11208,12,8040.98,3167.02,7333,24,4
2024-02-18,West,Laptop,Online,5808,8,3285.48,2522.52,1260,8,7
2024-05-16,South,Laptop,Online,137376,96,70300.07,67075.93,7466,0,5
2024-12-11,North,Camera,Retail,59778,54,46475.53,13302.47,3158,23,8
2024-12-07,North,Headphones,Online,91065,65,59380.86,31684.14,1191,14,2
2024-05-21,South,Laptop,Retail,31820,43,16080.16,15739.84,8285,27,7
2024-03-15,South,Headphones,Distributor,71115,55,56747.45,14367.55,7414,29,7
2024-04-25,East,Camera,Retail,81271,67,64055.16,17215.84,8148,1,1
2024-06-15,North,Laptop,Distributor,62736,48,41821.92,20914.08,5440,18,1
2024-12-30,East,Headphones,Retail,8523,9,6553.84,1969.16,3761,30,1
2024-03-14,West,Laptop,Distributor,115206,78,87062.91,28143.09,3322,12,1
2024-09-04,North,Camera,Retail,34221,61,23946.84,10274.16,8050,16,3
2024-12-23,West,Phone,Online,11610,9,7327.17,4282.83,9868,20,5
2024-05-12,West,Laptop,Online,18473,29,12926.89,5546.11,2500,22,9
2024-12-26,West,Phone,Retail,99542,71,52460.38,47081.62,1297,26,0
2024-06-04,South,Headphones,Online,55536,48,43097.76,12438.24,2885,21,5
2024-05-05,South,Laptop,Retail,94032,72,73900.79,20131.21,9831,15,6
2024-03-25,East,Laptop,Retail,48785,55,25744.1,23040.9,2041,1,6
2024-12-17,North,Camera,Retail,97824,96,74066.1,23757.9,7156,2,8
2024-11-09,South,Phone,Distributor,94860,90,59695.26,35164.74,4161,13,6
2024-02-27,East,Tablet,Online,49708,86,33106.88,16601.12,8857,17,5
2024-01-30,South,Headphones,Retail,119310,97,66913.85,52396.15,2225,5,5
2024-02-03,East,Phone,Distributor,114410,85,81803.91,32606.09,2597,30,8
2024-11-04,North,Phone,Retail,7515,9,5593.8,1921.2,3620,2,2
2024-02-11,South,Phone,Distributor,41949,59,21190.74,20758.26,7329,1,3
2024-11-28,South,Camera,Distributor,63612,57,46737.01,16874.99,6876,30,7
2024-04-26,West,Headphones,Retail,82432,56,59565.03,22866.97,5862,20,1
2024-01-12,East,Tablet,Online,4950,5,2662.69,2287.31,6529,19,4
2024-01-04,South,Headphones,Retail,37332,34,22013.67,15318.33,2304,6,3
2024-01-12,East,Tablet,Retail,24620,20,19085.83,5534.17,7135,10,4
2024-11-14,East,Phone,Online,56034,66,44795.03,11238.97,2164,8,1
2024-04-30,West,Phone,Online,63090,45,37512.64,25577.36,8064,27,1
2024-04-30,South,Phone,Distributor,14308,28,8646.84,5661.16,2630,25,10
2024-04-26,North,Laptop,Online,100706,86,71487.25,29218.75,9071,4,3
2024-12-22,West,Headphones,Distributor,101015,89,52147.55,48867.45,3955,23,1
2024-04-18,East,Phone,Distributor,11560,20,8601.58,2958.42,2254,3,8
2024-10-26,North,Camera,Distributor,32984,28,23723.91,9260.09,9312,15,9
2024-10-18,South,Phone,Online,6690,6,4654.73,2035.27,2035,6,8
2024-11-28,North,Camera,Distributor,73755,55,57425.71,16329.29,3649,0,8
2024-03-19,West,Camera,Distributor,16928,16,9069.37,7858.63,4870,6,5
2024-11-25,West,Phone,Distributor,44928,32,35168.91,9759.09,9281,22,8
2024-01-05,East,Camera,Distributor,96200,100,62125.32,34074.68,8137,16,0
2024-08-22,West,Camera,Retail,40296,73,22304.52,17991.48,5648,13,4
2024-05-19,South,Phone,Distributor,65565,45,44090.07,21474.93,7251,8,8
2024-05-19,North,Camera,Online,113608,88,72884.02,40723.98,3379,18,0
2024-09-05,East,Tablet,Online,28960,20,22269.72,6690.28,5319,17,9
2024-10-09,North,Laptop,Retail,53760,60,35603.35,18156.65,4393,26,6
2024-04-07,North,Tablet,Distributor,44115,51,32177.0,11938.0,7147,13,10
2024-09-25,North,Tablet,Online,75200,100,56435.32,18764.68,9827,27,4
2024-06-23,East,Tablet,Online,52110,54,34914.01,17195.99,4084,20,2
2024-08-01,South,Phone,Retail,53910,45,34151.01,19758.99,9303,21,1
2024-02-06,West,Tablet,Distributor,44933,49,33320.52,11612.48,5773,9,10
2024-08-05,West,Tablet,Distributor,66564,86,51940.14,14623.86,1960,16,9
2024-12-30,East,Headphones,Online,6958,7,3569.29,3388.71,2906,3,4
2024-01-08,South,Phone,Distributor,37688,28,26085.32,11602.68,7845,0,6
2024-06-28,East,Tablet,Online,32407,23,23596.74,8810.26,6934,0,9
2024-12-09,East,Tablet,Online,29064,56,21523.86,7540.14,5445,17,8
2024-05-27,West,Laptop,Distributor,14098,14,8251.08,5846.92,8202,23,5
2024-08-13,West,Camera,Online,65352,56,36863.87,28488.13,8104,19,10
2024-01-07,North,Camera,Distributor,83895,85,65683.75,18211.25,4834,20,0
2024-04-23,West,Tablet,Distributor,124290,90,90608.9,33681.1,8621,14,4
2024-08-04,West,Tablet,Online,20100,25,15676.49,4423.51,8479,1,5
2024-06-22,East,Laptop,Online,133233,89,93481.04,39751.96,4268,6,3
2024-05-28,South,Laptop,Retail,59241,93,46950.59,12290.41,8976,22,4
2024-11-14,West,Phone,Online,66170,65,40155.54,26014.46,5216,0,2
2024-07-19,North,Laptop,Online,54309,43,35638.46,18670.54,6240,30,2
2024-07-14,South,Phone,Online,6017,11,3811.66,2205.34,9522,27,10
2024-06-21,West,Headphones,Distributor,94429,89,55183.96,39245.04,3310,30,0
2024-07-09,East,Phone,Online,116448,96,61287.91,55160.09,9494,13,6
2024-09-18,South,Headphones,Online,38064,52,27517.68,10546.32,1757,2,8
2024-10-06,North,Tablet,Distributor,75753,57,54163.68,21589.32,5196,3,8
2024-02-08,South,Headphones,Online,71712,83,56389.54,15322.46,2691,24,3
2024-02-26,East,Camera,Online,99845,95,66707.1,33137.9,3297,14,6
2024-12-23,South,Tablet,Online,59213,77,37283.38,21929.62,7080,14,1
2024-09-29,West,Camera,Online,32226,41,20681.18,11544.82,4782,26,7
2024-05-26,East,Headphones,Online,54160,40,38329.53,15830.47,8326,5,7
2024-05-15,West,Camera,Online,22336,16,15778.43,6557.57,9846,0,7
2024-02-07,South,Phone,Online,52415,55,34270.47,18144.53,3375,23,1
2024-06-18,East,Tablet,Online,27521,29,15784.78,11736.22,8401,14,10
2024-12-25,North,Tablet,Distributor,10584,14,7934.09,2649.91,6508,29,8
2024-09-30,West,Laptop,Online,39576,51,22099.12,17476.88,4990,11,9
2024-01-17,West,Phone,Online,62920,65,39987.39,22932.61,6558,30,4
2024-09-13,East,Laptop,Online,24161,37,12572.21,11588.79,1061,30,10
2024-11-01,West,Camera,Distributor,69010,67,41415.63,27594.37,7674,22,0
2024-02-05,West,Headphones,Distributor,60150,50,38055.07,22094.93,4352,26,9
2024-10-16,South,Headphones,Distributor,126933,87,70880.06,56052.94,1525,27,7
2024-10-24,North,Camera,Retail,113620,95,88706.35,24913.65,3997,26,0
2024-09-12,South,Phone,Distributor,14000,10,7055.33,6944.67,4100,12,2
2024-05-23,North,Camera,Distributor,14575,25,9952.74,4622.26,3455,22,6
2024-05-13,West,Headphones,Retail,47784,33,28499.63,19284.37,4166,23,2
2024-03-15,East,Laptop,Retail,46560,40,28615.15,17944.85,9558,27,8
2024-12-04,East,Camera,Distributor,2540,2,1902.41,637.59,7133,18,5
2024-05-14,West,Tablet,Online,529,1,284.75,244.25,3444,7,4
2024-04-23,West,Laptop,Retail,31533,23,22462.56,9070.44,4154,21,8
2024-12-03,North,Laptop,Online,90396,93,68683.27,21712.73,3918,21,4
2024-11-07,South,Camera,Distributor,51148,38,26062.6,25085.4,7603,19,6
2024-06-11,West,Phone,Distributor,124080,88,74570.52,49509.48,8625,10,1
2024-03-31,South,Laptop,Retail,10566,18,7896.17,2669.83,6204,25,9
2024-12-13,North,Tablet,Retail,681,1,527.34,153.66,3459,8,7
2024-11-29,North,Phone,Online,119769,83,95702.05,24066.95,2377,7,3
2024-08-25,North,Laptop,Retail,56304,69,28325.57,27978.43,7700,8,2
2024-10-20,South,Camera,Retail,36750,42,18808.39,17941.61,4094,5,0
2024-01-20,South,Phone,Retail,41895,35,30830.34,11064.66,2985,7,0
2024-11-17,West,Laptop,Online,58014,66,34537.18,23476.82,8960,1,4
2024-03-03,South,Headphones,Retail,1329,1,964.8,364.2,7260,8,1
2024-07-10,North,Laptop,Distributor,12348,18,6804.3,5543.7,2846,7,10
2024-12-30,South,Camera,Retail,4632,8,2351.45,2280.55,5009,5,3
2024-03-21,North,Phone,Distributor,85248,74,60061.45,25186.55,9851,10,8
2024-03-02,East,Phone,Retail,24720,30,12628.63,12091.37,3252,3,4
2024-11-12,North,Headphones,Online,8442,7,6146.3,2295.7,6561,7,10
2024-03-13,North,Laptop,Retail,78210,79,50892.95,27317.05,5868,21,2
2024-12-04,North,Tablet,Distributor,36832,32,21992.42,14839.58,2975,22,10
2024-11-12,East,Laptop,Distributor,72446,74,56737.42,15708.58,9803,27,1
2024-09-05,West,Phone,Online,52288,86,35470.93,16817.07,2680,3,5
2024-05-21,South,Laptop,Retail,85084,89,68054.2,17029.8,2283,21,4
2024-02-26,North,Tablet,Distributor,74448,72,40287.75,34160.25,1448,13,4
2024-12-06,East,Headphones,Online,94620,83,48152.75,46467.25,1419,19,8
2024-04-06,South,Headphones,Online,71960,56,43926.16,28033.84,4351,19,7
2024-03-07,East,Phone,Online,110592,96,65760.38,44831.62,6747,13,7
2024-11-12,North,Headphones,Retail,14140,10,11228.97,2911.03,8600,26,9
2024-06-08,East,Laptop,Online,15660,30,9465.64,6194.36,8381,4,5
2024-04-13,South,Phone,Retail,113355,99,76513.73,36841.27,1712,14,10
2024-04-11,North,Headphones,Distributor,76285,55,50685.88,25599.12,8743,30,8
2024-08-11,North,Camera,Online,9824,8,6893.12,2930.88,3235,26,2
2024-10-05,East,Tablet,Online,17990,35,9758.81,8231.19,2512,13,6
2024-09-23,East,Tablet,Distributor,4816,8,2869.28,1946.72,8074,23,10
2024-03-07,South,Tablet,Distributor,35020,34,18718.45,16301.55,1292,13,0
2024-05-28,East,Camera,Distributor,29352,24,18540.54,10811.46,2064,9,7
2024-01-19,East,Headphones,Retail,102226,79,65252.03,36973.97,2574,26,7
2024-03-15,North,Phone,Retail,74825,73,39550.07,35274.93,4994,7,4
2024-07-02,South,Phone,Distributor,52143,39,29331.21,22811.79,3266,13,9
2024-08-20,South,Phone,Online,8603,7,4756.52,3846.48,1818,16,5
2024-12-18,South,Laptop,Distributor,42723,47,24678.18,18044.82,9578,0,3
2024-05-12,East,Laptop,Retail,91563,69,55619.69,35943.31,6840,23,9
2024-07-05,North,Camera,Retail,73248,96,51981.71,21266.29,6663,30,0
2024-05-08,East,Tablet,Distributor,96840,90,69685.98,27154.02,3295,24,10
2024-01-09,East,Tablet,Retail,36472,47,28527.86,7944.14,2423,5,8
2024-04-17,North,Laptop,Retail,97560,90,73757.61,23802.39,5815,28,4
2024-03-08,South,Camera,Online,21641,19,14947.18,6693.82,6489,21,8
2024-08-23,East,Phone,Retail,103565,77,80171.63,23393.37,4597,0,4
2024-11-10,East,Tablet,Online,108624,73,80089.85,28534.15,5983,14,8
2024-11-29,West,Tablet,Online,39256,56,26062.04,13193.96,3760,16,10
2024-02-02,North,Tablet,Distributor,93221,73,51107.73,42113.27,2675,5,1
2024-03-02,East,Headphones,Online,19424,32,15315.61,4108.39,8111,28,6
2024-07-08,East,Headphones,Online,75816,81,57646.54,18169.46,1007,1,10
2024-05-31,South,Phone,Retail,102975,75,78436.56,24538.44,2291,11,6
2024-05-31,North,Headphones,Distributor,70713,81,53112.71,17600.29,6398,22,6
2024-10-17,East,Laptop,Retail,74950,50,53841.7,21108.3,8258,6,5
2024-11-12,South,Camera,Online,111135,93,83374.33,27760.67,7276,25,2
2024-07-07,West,Headphones,Retail,54270,90,37827.13,16442.87,3007,25,6
2024-07-05,West,Headphones,Retail,54660,60,32412.38,22247.62,7511,6,3
2024-07-15,East,Tablet,Distributor,31467,51,19959.04,11507.96,2380,1,6
2024-10-19,West,Headphones,Distributor,55650,50,31589.29,24060.71,4009,8,9
2024-11-25,West,Phone,Online,31600,40,17704.08,13895.92,3820,16,5
2024-02-12,East,Headphones,Online,95588,92,53707.14,41880.86,9136,19,4
2024-08-15,West,Tablet,Online,80256,64,45324.08,34931.92,5051,13,0
2024-02-29,North,Headphones,Distributor,54395,55,33449.13,20945.87,1739,11,3
2024-05-24,East,Laptop,Online,62479,43,41504.22,20974.78,2635,13,10
2024-12-05,East,Tablet,Distributor,130851,93,86628.95,44222.05,1907,20,10
2024-07-20,North,Camera,Retail,39592,49,26378.85,13213.15,9093,12,0
2024-09-24,East,Headphones,Retail,37560,40,27784.7,9775.3,1420,6,6
2024-04-13,South,Tablet,Online,89562,69,56362.42,33199.58,3926,4,7
2024-02-20,South,Laptop,Retail,26651,29,16421.93,10229.07,6515,13,6
2024-08-22,South,Camera,Online,70266,49,49472.73,20793.27,1725,29,7
2024-03-22,West,Headphones,Online,60114,86,37514.4,22599.6,8311,13,1
2024-05-12,West,Headphones,Retail,55614,46,41183.65,14430.35,8693,20,1
2024-08-01,East,Laptop,Online,18984,21,10118.6,8865.4,3083,26,3
2024-05-10,East,Tablet,Distributor,39324,58,22807.91,16516.09,5301,19,1
2024-08-21,West,Tablet,Distributor,131560,92,73036.9,58523.1,2578,9,8
2024-11-21,North,Laptop,Distributor,109802,77,85216.86,24585.14,8836,16,1
2024-10-14,South,Phone,Distributor,104878,82,52971.19,51906.81,1205,7,10
2024-05-02,North,Tablet,Retail,90846,98,71843.86,19002.14,1155,10,3
2024-05-07,North,Camera,Retail,13356,12,8823.89,4532.11,9897,21,6
2024-01-30,West,Camera,Retail,61143,89,36213.53,24929.47,9970,30,9
2024-07-05,West,Camera,Online,4887,9,3678.6,1208.4,1220,30,8
2024-10-28,West,Tablet,Distributor,35900,50,23930.62,11969.38,1463,29,4
2024-01-29,East,Tablet,Online,28800,50,17821.57,10978.43,2600,6,0
2024-07-22,South,Tablet,Retail,58276,68,32526.52,25749.48,7870,2,10
2024-01-07,East,Camera,Online,70950,66,55012.44,15937.56,6152,27,10
2024-09-01,East,Camera,Distributor,111748,91,72126.52,39621.48,9682,22,4
2024-01-28,South,Tablet,Distributor,32416,32,20679.47,11736.53,4530,17,9
2024-11-02,South,Headphones,Distributor,65415,89,39346.97,26068.03,5608,24,4
2024-12-17,East,Tablet,Distributor,134304,96,98509.69,35794.31,1381,10,7
2024-04-13,North,Laptop,Distributor,106944,96,63815.1,43128.9,7484,2,4
2024-12-24,East,Headphones,Distributor,45158,67,33823.3,11334.7,7025,23,10
2024-07-24,West,Phone,Retail,15344,28,9323.24,6020.76,3265,16,1
2024-07-29,South,Headphones,Distributor,70875,75,40297.67,30577.33,2462,14,3
2024-04-10,South,Camera,Retail,54264,51,37376.11,16887.89,7463,18,10
2024-06-19,West,Laptop,Distributor,107818,94,83012.49,24805.51,2875,10,10
2024-01-18,South,Tablet,Online,21904,16,13767.15,8136.85,3903,6,5
2024-07-26,South,Laptop,Online,45356,34,25322.52,20033.48,7056,30,7
2024-02-15,South,Laptop,Retail,51471,63,35261.98,16209.02,2128,7,10
2024-09-30,West,Laptop,Retail,44915,65,29609.2,15305.8,8386,24,2
2024-12-07,West,Laptop,Online,28974,33,17975.88,10998.12,6363,28,3
2024-03-02,North,Headphones,Retail,90036,82,63974.21,26061.79,8825,0,0
2024-12-10,West,Laptop,Distributor,70004,74,44764.8,25239.2,5323,7,10
2024-06-14,South,Tablet,Retail,122136,84,79124.74,43011.26,2163,13,10
2024-02-27,East,Headphones,Online,28736,32,14530.83,14205.17,2328,0,10
2024-02-10,South,Phone,Online,6156,9,3428.77,2727.23,4735,28,6
2024-09-11,South,Headphones,Distributor,35187,37,20008.45,15178.55,1643,17,1
2024-07-29,North,Phone,Retail,2848,4,2043.06,804.94,5453,4,0
2024-07-23,South,Camera,Distributor,67229,79,48345.28,18883.72,1144,8,2
2024-05-29,East,Laptop,Distributor,11750,10,7393.58,4356.42,4650,18,2
2024-02-07,North,Tablet,Online,72652,82,47127.08,25524.92,6671,16,7
2024-04-29,South,Tablet,Retail,71491,49,55593.89,15897.11,8904,13,6
2024-09-28,South,Camera,Online,3682,7,2658.23,1023.77,4420,15,0
2024-05-02,West,Headphones,Retail,76664,56,60663.21,16000.79,4804,16,10
2024-06-23,North,Camera,Distributor,19360,22,13585.17,5774.83,1501,9,4
2024-06-21,East,Tablet,Online,54072,72,32992.94,21079.06,9386,17,7
2024-11-17,East,Phone,Online,7665,7,4445.32,3219.68,9911,1,5
2024-05-24,West,Camera,Distributor,72380,94,52365.28,20014.72,9373,7,0
2024-03-02,West,Laptop,Distributor,5160,4,3687.58,1472.42,7022,25,3
2024-10-20,South,Camera,Distributor,60348,47,36977.99,23370.01,7941,25,0
2024-01-15,East,Phone,Retail,6624,6,4334.96,2289.04,7737,24,5
2024-05-29,East,Phone,Distributor,69937,97,51380.56,18556.44,9419,20,0
2024-07-06,South,Headphones,Online,31482,33,23203.16,8278.84,2303,29,6
2024-09-10,North,Tablet,Retail,99204,84,73513.16,25690.84,2012,11,10
2024-12-16,East,Tablet,Retail,18683,17,10302.86,8380.14,9432,5,4
